item_number,days_in_warehouse,shipment_frequency,category,total_quantity_received,frequency_received,total_quantity_shipped,frequency_shipped,priority_cluster
7C064101A,38.743589743589745,39,Slow Mover,1236,39,933,58,Low Priority Item
P2002482,46.333333333333336,39,Slow Mover,558,39,422,41,Low Priority Item
107018,59.05128205128205,39,Slow Mover,4830,39,4519,73,Low Priority Item
60B0B1000,91.7948717948718,39,Slow Mover,3135,40,1170,39,Low Priority Item
P2000917,10.026315789473685,38,Medium Mover,1032,38,1283,133,Low Priority Item
AC1854,11.078947368421053,38,Medium Mover,156,38,148,79,Low Priority Item
V1000290,11.18421052631579,38,Medium Mover,9074,47,6726,89,Low Priority Item
P2004636,14.631578947368421,38,Medium Mover,2177,39,2238,56,Low Priority Item
P2002463,17.026315789473685,38,Medium Mover,234,43,219,67,Low Priority Item
P57246,23.210526315789473,38,Medium Mover,6577,38,4390,40,Low Priority Item
115116,23.526315789473685,38,Medium Mover,1404,38,1636,69,Low Priority Item
111044,23.63157894736842,38,Medium Mover,1617,43,1133,77,Low Priority Item
P5001291,40.05263157894737,38,Slow Mover,126,60,29,18,Low Priority Item
228700,42.44736842105263,38,Slow Mover,5596,45,5614,85,Low Priority Item
V50810,93.10526315789474,38,Slow Mover,588,38,754,51,Low Priority Item
P70905,8.054054054054054,37,Medium Mover,798,37,1048,148,Low Priority Item
P2000838,9.81081081081081,37,Medium Mover,1910,37,1153,181,Low Priority Item
AC0720,11.864864864864865,37,Medium Mover,10124,40,7179,96,Low Priority Item
104800,13.108108108108109,37,Medium Mover,88,38,84,37,Medium Priority Item
P81485,13.378378378378379,37,Medium Mover,8202,37,6274,79,Low Priority Item
175011,15.675675675675675,37,Medium Mover,167,38,156,78,Low Priority Item
P57151,27.62162162162162,37,Medium Mover,2917,37,3262,57,Low Priority Item
P81357,48.86486486486486,37,Slow Mover,1368,37,1224,39,Low Priority Item
52-427-144-501,75.97297297297297,37,Slow Mover,1152,37,1414,175,Low Priority Item
179363,4.944444444444445,36,Fast Mover,89,45,99,71,Top Priority Item
175079,6.25,36,Fast Mover,292,38,329,107,Top Priority Item
P42546,7.305555555555555,36,Medium Mover,878,37,613,98,Low Priority Item
SM0710,9.11111111111111,36,Medium Mover,188,36,223,85,Low Priority Item
SM2238,16.61111111111111,36,Medium Mover,81,40,82,50,Medium Priority Item
SM2216,17.52777777777778,36,Medium Mover,63,37,77,51,Medium Priority Item
110195LF,19.36111111111111,36,Medium Mover,4664,37,4740,58,Low Priority Item
V51768,23.38888888888889,36,Medium Mover,576,36,620,54,Low Priority Item
P70873,31.416666666666668,36,Slow Mover,35280,39,21840,31,Low Priority Item
P58729,35.861111111111114,36,Slow Mover,172,41,160,60,Low Priority Item
107034,39.02777777777778,36,Slow Mover,6186,37,5160,82,Low Priority Item
P5001726,40.02777777777778,36,Slow Mover,45,36,28,28,Low Priority Item
P6011049,47.75,36,Slow Mover,89,38,48,33,Low Priority Item
178518,8.485714285714286,35,Medium Mover,102,35,105,61,Low Priority Item
P82888,10.257142857142858,35,Medium Mover,2243,37,1706,41,Low Priority Item
115177,15.8,35,Medium Mover,621,35,807,98,Low Priority Item
P6012510,18.37142857142857,35,Medium Mover,221,38,113,50,Low Priority Item
179367,19.085714285714285,35,Medium Mover,68,37,70,60,Medium Priority Item
P5004638,19.542857142857144,35,Medium Mover,132,35,101,51,Low Priority Item
52-460-769-017,21.285714285714285,35,Medium Mover,108,37,88,53,Medium Priority Item
P6010466,38.91428571428571,35,Slow Mover,41,38,34,32,Low Priority Item
P2000854,5.294117647058823,34,Fast Mover,1733,38,2457,171,Top Priority Item
178707,7.323529411764706,34,Medium Mover,164,35,148,72,Low Priority Item
P2002396,13.117647058823529,34,Medium Mover,340,34,396,66,Low Priority Item
SM2199,13.205882352941176,34,Medium Mover,69,36,79,52,Medium Priority Item
SM0712,13.529411764705882,34,Medium Mover,177,34,211,84,Low Priority Item
SM0716,15.205882352941176,34,Medium Mover,101,34,112,70,Low Priority Item
179356,21.705882352941178,34,Medium Mover,62,34,64,45,Medium Priority Item
P5001023,47.26470588235294,34,Slow Mover,5728,35,3858,121,Low Priority Item
52-460-769-210,48.0,34,Slow Mover,34,34,34,34,Low Priority Item
P6011552,56.88235294117647,34,Slow Mover,60,42,31,30,Low Priority Item
P6011053,124.91176470588235,34,Slow Mover,71,35,46,31,Low Priority Item
SM0718,11.242424242424242,33,Medium Mover,109,34,128,65,Low Priority Item
SM2115,15.757575757575758,33,Medium Mover,74,37,66,46,Medium Priority Item
P2000864,17.454545454545453,33,Medium Mover,1163,35,1611,178,Low Priority Item
P85242,17.484848484848484,33,Medium Mover,1260,33,1078,51,Low Priority Item
SM2241,17.606060606060606,33,Medium Mover,67,37,72,52,Medium Priority Item
P57221,18.696969696969695,33,Medium Mover,1914,33,1554,28,Low Priority Item
P6010468,19.09090909090909,33,Medium Mover,90,33,116,57,Low Priority Item
DM0462,23.90909090909091,33,Medium Mover,214,36,230,79,Low Priority Item
P2000655,24.09090909090909,33,Medium Mover,139,39,144,85,Low Priority Item
P2004630,30.666666666666668,33,Slow Mover,3020,49,3062,74,Low Priority Item
104453LF,53.90909090909091,33,Slow Mover,147,34,150,67,Low Priority Item
175863,3.125,32,Fast Mover,106,32,97,45,Top Priority Item
178473,9.4375,32,Medium Mover,85,34,95,59,Medium Priority Item
512027,10.84375,32,Medium Mover,14552,32,14137,67,Low Priority Item
P2000890,11.1875,32,Medium Mover,461,33,420,134,Low Priority Item
P43663,12.5625,32,Medium Mover,263,39,182,99,Low Priority Item
P85267,14.875,32,Medium Mover,1047,32,1013,55,Low Priority Item
SM0720,16.84375,32,Medium Mover,80,34,77,46,Medium Priority Item
P6010585,16.90625,32,Medium Mover,111,36,138,63,Low Priority Item
P2002504,17.1875,32,Medium Mover,543,32,383,108,Low Priority Item
P2000680,19.6875,32,Medium Mover,70,38,59,41,Medium Priority Item
185113,20.71875,32,Medium Mover,69,34,84,57,Medium Priority Item
115180,28.9375,32,Medium Mover,309,32,287,43,Low Priority Item
60B0B1004,35.90625,32,Slow Mover,984,32,611,50,Low Priority Item
P5001337,36.75,32,Slow Mover,60,32,64,44,Low Priority Item
235080,40.6875,32,Slow Mover,4629,34,4862,78,Low Priority Item
P81295,43.15625,32,Slow Mover,1584,37,1080,29,Low Priority Item
117414LF,67.6875,32,Slow Mover,26112,32,29288,120,Low Priority Item
238040,74.8125,32,Slow Mover,6447,39,3512,44,Low Priority Item
P6013462,84.03125,32,Slow Mover,92,42,35,21,Low Priority Item
DT0680,87.28125,32,Slow Mover,70,43,51,32,Low Priority Item
DT0797,163.78125,32,Slow Mover,40,40,32,32,Low Priority Item
188702,8.96774193548387,31,Medium Mover,103,31,103,58,Low Priority Item
SM0714,11.612903225806452,31,Medium Mover,117,33,136,77,Low Priority Item
178641,13.064516129032258,31,Medium Mover,159,31,184,83,Low Priority Item
175829,15.129032258064516,31,Medium Mover,95,32,108,59,Low Priority Item
52-460-808-501,16.967741935483872,31,Medium Mover,159,32,104,55,Low Priority Item
115112,17.35483870967742,31,Medium Mover,1528,31,1552,84,Low Priority Item
P5004254,20.193548387096776,31,Medium Mover,3800,33,3557,40,Low Priority Item
AC1866,22.451612903225808,31,Medium Mover,132,32,115,66,Low Priority Item
V1000288,23.322580645161292,31,Medium Mover,10873,36,10136,96,Low Priority Item
P6010131,24.806451612903224,31,Medium Mover,507,32,266,44,Low Priority Item
SM2259,25.096774193548388,31,Medium Mover,62,32,68,39,Medium Priority Item
V1001098,25.903225806451612,31,Medium Mover,433,32,422,70,Low Priority Item
P2004721,27.29032258064516,31,Medium Mover,69,33,89,52,Medium Priority Item
P6010467,39.70967741935484,31,Slow Mover,31,31,24,24,Low Priority Item
P57081,61.16129032258065,31,Slow Mover,2595,31,3073,86,Low Priority Item
117412LF,91.61290322580645,31,Slow Mover,25296,31,28415,96,Low Priority Item
P6013466,102.29032258064517,31,Slow Mover,51,32,32,27,Low Priority Item
P2001742,6.433333333333334,30,Fast Mover,404,34,479,146,Top Priority Item
178690,8.333333333333334,30,Medium Mover,223,32,227,90,Low Priority Item
52-128-321-521,14.433333333333334,30,Medium Mover,66,32,34,23,Low Priority Item
P2002408,15.3,30,Medium Mover,123,32,158,73,Low Priority Item
230120,19.766666666666666,30,Medium Mover,5426,36,4248,79,Low Priority Item
P85266,24.766666666666666,30,Medium Mover,1028,30,950,54,Low Priority Item
175836,24.8,30,Medium Mover,30,30,35,35,Low Priority Item
P2000874,24.966666666666665,30,Medium Mover,379,30,379,45,Low Priority Item
P41820,28.466666666666665,30,Medium Mover,892,31,639,94,Low Priority Item
52-116-921-501,32.3,30,Slow Mover,66,31,51,37,Low Priority Item
512620,34.43333333333333,30,Slow Mover,16564,30,13426,46,Low Priority Item
P6011023,35.6,30,Slow Mover,38,37,32,30,Low Priority Item
V51979,39.3,30,Slow Mover,30,30,33,33,Low Priority Item
P6010367,64.6,30,Slow Mover,1700,31,1051,88,Low Priority Item
P2000824,8.96551724137931,29,Medium Mover,1724,31,1864,112,Low Priority Item
P57181,9.482758620689655,29,Medium Mover,1400,29,2300,68,Low Priority Item
P63235,9.724137931034482,29,Medium Mover,3156,29,2636,34,Low Priority Item
175017,15.96551724137931,29,Medium Mover,98,30,82,53,Medium Priority Item
DM2010,19.379310344827587,29,Medium Mover,334,29,268,71,Low Priority Item
P2001575,19.620689655172413,29,Medium Mover,3779,29,3379,67,Low Priority Item
V1002165,19.862068965517242,29,Medium Mover,360,29,442,45,Low Priority Item
SM0753,20.20689655172414,29,Medium Mover,56,29,54,38,Medium Priority Item
P85249,20.517241379310345,29,Medium Mover,485,29,446,33,Low Priority Item
P2003472,23.413793103448278,29,Medium Mover,162,33,120,44,Low Priority Item
DR0298,25.17241379310345,29,Medium Mover,37,31,22,20,Low Priority Item
115178,25.24137931034483,29,Medium Mover,342,31,194,44,Low Priority Item
P57278,29.413793103448278,29,Medium Mover,1525,29,2048,42,Low Priority Item
SM0730,32.37931034482759,29,Slow Mover,67,31,70,39,Low Priority Item
52-116-917-501,45.37931034482759,29,Slow Mover,129,31,74,45,Low Priority Item
P2004628,46.724137931034484,29,Slow Mover,5355,41,5164,49,Low Priority Item
P6011045,52.0,29,Slow Mover,60,29,50,30,Low Priority Item
7C1052510,72.75862068965517,29,Slow Mover,449,30,217,32,Low Priority Item
FM0025,6.035714285714286,28,Fast Mover,29,29,31,31,Top Priority Item
188701,7.107142857142857,28,Medium Mover,116,29,127,53,Low Priority Item
P2004567,8.25,28,Medium Mover,373,49,188,65,Low Priority Item
52-460-769-015,11.535714285714286,28,Medium Mover,82,28,84,51,Medium Priority Item
903586,14.107142857142858,28,Medium Mover,300,36,278,54,Low Priority Item
182196,17.071428571428573,28,Medium Mover,46,31,61,53,Medium Priority Item
V51757,19.535714285714285,28,Medium Mover,5076,32,6345,77,Low Priority Item
M28179,20.142857142857142,28,Medium Mover,39160,29,19800,50,Low Priority Item
P2000915,20.285714285714285,28,Medium Mover,537,32,600,113,Low Priority Item
SM2247,22.642857142857142,28,Medium Mover,82,29,105,59,Low Priority Item
P5001313,33.32142857142857,28,Slow Mover,101,44,55,35,Low Priority Item
P81354,34.82142857142857,28,Slow Mover,1224,34,1080,32,Low Priority Item
510762,36.17857142857143,28,Slow Mover,19324,28,17141,56,Low Priority Item
SM0761,43.535714285714285,28,Slow Mover,52,31,52,36,Low Priority Item
117104LF,52.607142857142854,28,Slow Mover,8064,28,7037,95,Low Priority Item
P2000721,53.25,28,Slow Mover,28,28,28,28,Low Priority Item
115181,59.0,28,Slow Mover,283,28,155,30,Low Priority Item
P6010554,64.28571428571429,28,Slow Mover,29,28,38,35,Low Priority Item
AC2416,97.78571428571429,28,Slow Mover,502,28,650,40,Low Priority Item
P2002500,3.4444444444444446,27,Fast Mover,895,27,1152,134,Top Priority Item
P2001741,6.925925925925926,27,Fast Mover,432,28,597,113,Top Priority Item
P2001617,10.703703703703704,27,Medium Mover,1420,30,1143,128,Low Priority Item
SM0001,10.777777777777779,27,Medium Mover,66,31,61,42,Medium Priority Item
178651,11.88888888888889,27,Medium Mover,67,27,66,43,Medium Priority Item
188418,11.962962962962964,27,Medium Mover,117,28,111,65,Low Priority Item
P70997,13.444444444444445,27,Medium Mover,947,28,900,123,Low Priority Item
P2002376,19.51851851851852,27,Medium Mover,2898,27,2270,45,Low Priority Item
175834,21.88888888888889,27,Medium Mover,27,27,30,30,Low Priority Item
SM2219,25.925925925925927,27,Medium Mover,50,27,61,39,Medium Priority Item
P2000844,29.85185185185185,27,Medium Mover,794,27,838,51,Low Priority Item
V1000914,35.74074074074074,27,Slow Mover,320,28,268,28,Low Priority Item
P5004642,46.074074074074076,27,Slow Mover,70,30,42,26,Low Priority Item
P5001143,47.44444444444444,27,Slow Mover,281,38,208,72,Low Priority Item
555038,48.851851851851855,27,Slow Mover,949,29,666,30,Low Priority Item
P2000892,49.22222222222222,27,Slow Mover,246,29,280,42,Low Priority Item
210619,51.74074074074074,27,Slow Mover,31970,27,16620,46,Low Priority Item
238020,67.92592592592592,27,Slow Mover,1266,27,1261,49,Low Priority Item
V50839,75.55555555555556,27,Slow Mover,30,30,42,42,Low Priority Item
DR0232,106.5925925925926,27,Slow Mover,87,27,41,21,Low Priority Item
P6011016,190.55555555555554,27,Leftovers,28,27,6,5,Low Priority Item
P6011029,270.962962962963,27,Leftovers,28,27,18,13,Low Priority Item
P5001017,6.076923076923077,26,Fast Mover,2612,26,2111,150,Top Priority Item
P2005084,9.692307692307692,26,Medium Mover,100,26,84,28,Medium Priority Item
178656,11.076923076923077,26,Medium Mover,174,29,192,69,Low Priority Item
DM2060,12.038461538461538,26,Medium Mover,365,30,284,97,Low Priority Item
P78724,13.115384615384615,26,Medium Mover,42952,26,30688,219,Low Priority Item
P5003615,13.76923076923077,26,Medium Mover,316,28,213,72,Low Priority Item
P2000678,16.076923076923077,26,Medium Mover,64,27,88,48,Medium Priority Item
104478LF,20.884615384615383,26,Medium Mover,72,35,52,37,Medium Priority Item
104452LF,21.46153846153846,26,Medium Mover,294,29,300,39,Low Priority Item
P2001577,22.346153846153847,26,Medium Mover,361,27,376,80,Low Priority Item
52-460-769-214,22.76923076923077,26,Medium Mover,27,27,31,31,Low Priority Item
DT0766,23.307692307692307,26,Medium Mover,225,27,153,50,Low Priority Item
AC1869,27.576923076923077,26,Medium Mover,110,27,92,53,Medium Priority Item
SM0711,34.0,26,Slow Mover,42,31,37,29,Low Priority Item
P5001443,41.5,26,Slow Mover,51,26,55,35,Low Priority Item
P2002469,46.76923076923077,26,Slow Mover,210,30,208,52,Low Priority Item
117416LF,75.3076923076923,26,Slow Mover,17472,26,14568,91,Low Priority Item
245142,158.42307692307693,26,Slow Mover,2871,26,2199,34,Low Priority Item
P2004713,5.12,25,Fast Mover,104,30,143,55,Top Priority Item
P2004638,5.6,25,Fast Mover,1718,44,1644,55,Top Priority Item
P75214,7.0,25,Medium Mover,3294,26,3259,179,Low Priority Item
P2004705,7.92,25,Medium Mover,113,30,124,59,Low Priority Item
52-460-769-021,9.8,25,Medium Mover,36,26,32,25,Low Priority Item
DM2029,12.0,25,Medium Mover,260,25,276,73,Low Priority Item
P90524,14.32,25,Medium Mover,4698,25,2934,153,Low Priority Item
179345,17.08,25,Medium Mover,44,25,47,32,Low Priority Item
SM0738,17.2,25,Medium Mover,35,25,45,39,Low Priority Item
SM0722,18.04,25,Medium Mover,48,25,51,34,Medium Priority Item
115176,19.28,25,Medium Mover,266,26,228,55,Low Priority Item
P6010362,20.24,25,Medium Mover,509,26,319,86,Low Priority Item
P70875,20.56,25,Medium Mover,25200,30,16800,20,Low Priority Item
P6010969,25.4,25,Medium Mover,510,25,253,70,Low Priority Item
903587,25.72,25,Medium Mover,415,34,473,43,Low Priority Item
V50816,25.84,25,Medium Mover,150,25,168,28,Low Priority Item
P75149,27.68,25,Medium Mover,6000,25,5205,33,Low Priority Item
P2003151,29.52,25,Medium Mover,74,27,55,31,Medium Priority Item
175839,31.12,25,Slow Mover,28,28,24,24,Low Priority Item
P90532,32.88,25,Slow Mover,550,27,292,61,Low Priority Item
52-123-957-522,38.68,25,Slow Mover,52,25,68,46,Low Priority Item
231560,40.48,25,Slow Mover,3406,28,4483,54,Low Priority Item
231940,45.16,25,Slow Mover,8599,25,9254,59,Low Priority Item
P5001545,52.72,25,Slow Mover,38,29,46,37,Low Priority Item
P6012602,79.76,25,Slow Mover,63,25,50,28,Low Priority Item
117103LF,87.0,25,Slow Mover,9504,33,5680,50,Low Priority Item
P5001295,87.28,25,Slow Mover,68,25,36,19,Low Priority Item
117404LF,95.16,25,Slow Mover,4428,25,3941,87,Low Priority Item
P5004617,262.88,25,Leftovers,43,26,12,9,Low Priority Item
DM0456,8.583333333333334,24,Medium Mover,412,27,363,60,Low Priority Item
P75606,12.583333333333334,24,Medium Mover,14038,29,14862,53,Low Priority Item
104502,14.708333333333334,24,Medium Mover,775,27,839,49,Low Priority Item
P77214,15.083333333333334,24,Medium Mover,31304,24,21965,74,Low Priority Item
182211,19.291666666666668,24,Medium Mover,35,25,43,38,Low Priority Item
SM2205,22.0,24,Medium Mover,44,26,50,36,Medium Priority Item
110199LF,22.208333333333332,24,Medium Mover,4320,24,6120,45,Low Priority Item
P2002471,22.333333333333332,24,Medium Mover,166,25,165,50,Low Priority Item
P2002444,24.0,24,Medium Mover,172,25,139,46,Low Priority Item
P81314,31.25,24,Slow Mover,1116,31,828,23,Low Priority Item
P2000822,31.375,24,Slow Mover,2394,24,1286,121,Low Priority Item
P6010973,32.083333333333336,24,Slow Mover,1026,24,592,64,Low Priority Item
P5001688,36.041666666666664,24,Slow Mover,59,24,39,26,Low Priority Item
DR0234,36.166666666666664,24,Slow Mover,82,38,32,17,Low Priority Item
P2002502,47.25,24,Slow Mover,312,29,293,81,Low Priority Item
P6011020,49.083333333333336,24,Slow Mover,34,33,16,16,Low Priority Item
235061,51.833333333333336,24,Slow Mover,5709,24,6097,58,Low Priority Item
P5001343,54.458333333333336,24,Slow Mover,46,24,61,41,Low Priority Item
AP0156,55.833333333333336,24,Slow Mover,63,26,63,44,Low Priority Item
SM2107,72.375,24,Slow Mover,191,24,215,40,Low Priority Item
179282,11.826086956521738,23,Medium Mover,42,24,39,27,Low Priority Item
