item_number,hour,0
Y043072,10,1
52-460-769-007,9,1
52-460-769-005,9,1
175068,7,1
175068,9,1
175068,11,1
Y043106,6,1
175068,12,1
52-460-761-501,13,1
175071,5,1
P85246,14,1
175063,9,1
52-460-769-008,8,1
AC2532,11,1
175059,8,1
V59173,12,1
AC2531,12,1
P85249,13,1
P85249,12,1
52-219-923-309,6,1
V59174,8,1
AC2532,9,1
P85249,5,1
Y042071,10,1
AC2532,14,1
175060,11,1
175062,6,1
175062,7,1
175062,12,1
175063,5,1
175063,6,1
175063,8,1
175825,9,1
P85164,13,1
AC8349,12,1
Y044027,10,1
52-460-715-501,5,1
AC5909,8,1
AC5909,9,1
AC5909,12,1
Y044012,12,1
AC5936,12,1
Y044021,6,1
175830,7,1
AC6034,7,1
Y044022,8,1
AC6034,11,1
Y044024,10,1
AC6045,5,1
AC6045,6,1
Y044026,6,1
AC6066,6,1
AC6066,7,1
52-129-440-521,13,1
P82160,5,1
AC5909,5,1
Y044006,5,1
175829,5,1
Y043998,8,1
Y043987,11,1
P82333,14,1
P82333,11,1
Y043988,11,1
Y043994,12,1
AC5728,10,1
Y043995,11,1
Y043996,15,1
P82333,9,1
Y044004,7,1
Y044000,7,1
Y044001,6,1
AC5729,11,1
AC5743,7,1
Y044002,10,1
P82331,11,1
AC5743,10,1
175829,4,1
P82155,9,1
52-129-440-521,9,1
Y043633,9,1
52-129-440-521,7,1
P81771,13,1
AC8021,9,1
AC8077,7,1
AC8103,8,1
P81771,6,1
AC8113,7,1
P81498,9,1
P81498,7,1
AC8116,5,1
Y044049,8,1
P81497,13,1
AC8343,10,1
P81497,10,1
Y044063,9,1
Y044104,9,1
AC8345,8,1
P81496,12,1
AC8345,13,1
AC8347,7,1
AC8017,5,1
P81933,6,1
AC6513,12,1
52-129-440-520,6,1
P82096,9,1
Y044027,12,1
AC6113,14,1
175831,8,1
AC6113,16,1
52-431-261-005,10,1
AC6142,7,1
52-129-440-520,8,1
AC6395,11,1
52-128-803-501,6,1
AC6397,8,1
52-129-440-501,14,1
P81950,11,1
Y044042,12,1
P81950,7,1
52-128-803-501,8,1
P81950,5,1
P81933,16,1
AC5728,7,1
AC5724,10,1
AC5724,7,1
AC5721,10,1
52-427-064-501,8,1
AC2610,13,1
Y043907,6,1
Y043920,10,1
P82946,12,1
52-460-715-501,11,1
P82946,11,1
Y043923,10,1
175826,9,1
AC2611,10,1
AC2611,11,1
Y043924,10,1
Y043925,7,1
Y043926,11,1
P82929,11,1
AC2614,13,1
AC2615,5,1
Y043927,11,1
52-460-715-501,6,1
175826,8,1
Y043900,11,1
AC2610,7,1
AC2608,5,1
Y043635,6,1
Y043636,9,1
Y043637,11,1
P85164,11,1
Y043689,10,1
52-129-475-501,11,1
Y043715,7,1
AC2607,13,1
AC2608,8,1
P85018,9,1
AC2608,9,1
AC2608,12,1
P85025,10,1
AC2609,6,1
52-460-745-501,9,1
AC2609,10,1
Y043846,5,1
Y043846,10,1
AC2615,6,1
Y043939,5,1
Y043944,6,1
Y043963,9,1
AC5570,8,1
P82645,12,1
AC5583,13,1
AC5584,6,1
Y043963,8,1
P82641,12,1
P82641,9,1
AC5595,11,1
P82641,5,1
Y043962,9,1
P82444,11,1
AC5720,6,1
Y043964,7,1
Y043965,8,1
AC5720,7,1
Y043966,6,1
Y043980,5,1
Y043980,13,1
P82646,6,1
Y043958,9,1
Y043946,11,1
P82888,7,1
Y043947,6,1
Y043948,6,1
P82929,5,1
P82888,13,1
AC2710,6,1
AC2710,10,1
AC2710,12,1
Y043950,7,1
Y043954,11,1
Y043957,6,1
AC5261,10,1
P82872,9,1
P82860,13,1
Y043955,10,1
AC5315,11,1
P82860,8,1
P82860,5,1
AC5354,7,1
SM0184,10,1
V1000914,13,1
SM0188,8,1
SM2215,11,1
772611245,12,1
SM2228,13,1
772611246,10,1
772611251,9,1
52-324-006-091,13,1
76120050A,8,1
111047,16,1
76120050A,7,1
V1001019,8,1
772611306,10,1
772611307,6,1
772611307,9,1
772611307,10,1
76120050A,5,1
V1001019,10,1
SM2225,13,1
V1001019,11,1
772611406,9,1
760913490,6,1
SM2230,8,1
772611243,12,1
SM2232,5,1
V1001010,13,1
772611207,8,1
111046,12,1
111046,16,1
772611228,12,1
SM2237,9,1
SM2237,6,1
SM2235,11,1
SM2235,10,1
772611233,6,1
761200510,7,1
SM2235,8,1
V1001011,9,1
772611235,6,1
52-324-007-082,12,1
V1001013,7,1
772611243,10,1
SM2232,7,1
V1001013,9,1
760913470,12,1
772612606,5,1
772612606,6,1
V1001040,7,1
772614122,11,1
V1001040,6,1
772614123,8,1
772614123,10,1
772614141,5,1
SM2219,5,1
SM2218,11,1
772614141,11,1
760913460,11,1
772614122,7,1
760913460,9,1
V1001049,5,1
772614553,11,1
V1001049,8,1
772615712,6,1
772615712,11,1
772615713,11,1
SM2215,13,1
760913460,12,1
SM2219,13,1
772612606,11,1
52-324-006-087,12,1
760913470,9,1
V1001028,12,1
772613407,6,1
SM2223,9,1
SM2222,13,1
772613407,7,1
111061,16,1
760913470,7,1
772613407,10,1
SM2220,5,1
760913470,5,1
112097,9,1
772614121,9,1
SM2221,8,1
772614121,11,1
SM2221,6,1
SM2221,5,1
772614122,6,1
SM2238,9,1
111046,11,1
V1001010,9,1
772240649,6,1
SM2249,6,1
772240530,8,1
SM2248,9,1
SM2247,13,1
761270100,11,1
772240530,10,1
761270100,6,1
V1000995,14,1
772310225,5,1
SM2249,9,1
104606,7,1
772310225,10,1
761210120,13,1
111040,16,1
SM2247,5,1
SM2246,13,1
772310235,11,1
SM2246,11,1
104606,8,1
772240530,5,1
SM2246,9,1
104606,9,1
V1000992,10,1
761911670,11,1
772230256,9,1
772230301,13,1
772230305,5,1
772230312,7,1
SM2250,14,1
772230312,13,1
772230321,9,1
761270100,13,1
772230322,9,1
772230442,6,1
772230814,10,1
V1000995,7,1
111031,16,1
111034,16,1
SM2249,12,1
772230814,11,1
V1001001,7,1
761210120,12,1
772610807,13,1
52-324-007-098,5,1
761200520,10,1
SM2242,9,1
SM2241,14,1
772610246,8,1
772610246,11,1
111044,16,1
111046,5,1
V1001010,5,1
772610734,6,1
SM2243,7,1
SM2240,13,1
772610807,5,1
772610807,9,1
SM2240,7,1
V1001010,6,1
SM2238,13,1
V1001010,7,1
772610807,12,1
SM2243,6,1
SM2243,9,1
SM2246,8,1
761210120,6,1
SM2246,6,1
SM2246,5,1
SM2245,11,1
SM2245,10,1
SM2245,9,1
SM2245,8,1
V1001002,7,1
V1001002,9,1
SM2244,13,1
772610246,7,1
772310408,9,1
761200530,13,1
772310408,10,1
772310457,12,1
V1001005,8,1
76120052A,11,1
772610211,6,1
772610211,12,1
V1001049,11,1
772615713,13,1
761981530,7,1
772615714,5,1
76068072B,11,1
52-324-006-041,9,1
SM2168,5,1
52-324-006-041,8,1
772634104,13,1
52-324-006-039,12,1
52-324-006-039,9,1
104602,9,1
SM2158,13,1
52-324-006-039,7,1
SM2158,9,1
76068071A,11,1
SM2158,7,1
SM2158,6,1
76068071A,6,1
SM2157,7,1
772634153,9,1
SM2156,5,1
52-322-941-001,12,1
SM2168,8,1
V1001073,11,1
772634070,12,1
76068073B,7,1
V1001071,5,1
772634055,12,1
772634056,6,1
76068073B,8,1
SM2198,6,1
SM2196,13,1
772634056,12,1
772634056,13,1
SM2196,7,1
SM2187,11,1
772634070,5,1
SM2196,5,1
772634070,6,1
V1001073,8,1
SM2193,7,1
SM2193,5,1
772634070,7,1
772634070,9,1
SM2154,7,1
76068071A,5,1
SM2131,9,1
772640930,7,1
772640852,6,1
SM2119,11,1
SM2119,10,1
7604B0099,5,1
7604B0009,13,1
772640853,9,1
772640853,13,1
772640855,11,1
115112,14,1
772640852,5,1
772641432,9,1
772650305,7,1
52-360-234-001,12,1
104601,12,1
115113,13,1
772650305,10,1
115114,3,1
7604A0080,10,1
7604B0099,9,1
V1001085,13,1
SM2130,6,1
7604B0159,14,1
SM2129,14,1
772634336,5,1
76061072B,7,1
SM2129,7,1
SM2129,6,1
SM2126,10,1
SM2125,10,1
SM2125,7,1
SM2123,11,1
SM2120,7,1
772634336,10,1
772634336,12,1
SM2122,10,1
SM2120,11,1
772640810,10,1
SM2120,9,1
772640810,13,1
7604B0099,13,1
772634054,13,1
V1001067,12,1
772634054,5,1
V1001055,13,1
112099,16,1
760913430,9,1
760913430,8,1
760913430,5,1
772615716,7,1
SM2210,6,1
V1001055,10,1
SM2209,9,1
V1001060,6,1
52-324-006-075,8,1
SM2209,8,1
V1001060,8,1
760913420,6,1
V1001060,13,1
V1001064,5,1
772615801,6,1
772618921,5,1
760913420,5,1
52-327-220-007,12,1
112099,12,1
V1001064,7,1
772615715,8,1
SM2213,11,1
772615714,7,1
52-324-006-084,6,1
SM2213,7,1
V1001049,12,1
SM2212,11,1
760913460,7,1
760913460,6,1
SM2212,8,1
V1001053,11,1
SM2212,7,1
52-324-006-075,10,1
SM2212,4,1
760913460,5,1
SM2211,13,1
772615715,10,1
760913450,10,1
V1001053,10,1
772630056,12,1
52-327-901-001,12,1
772631351,12,1
SM2201,10,1
772630422,9,1
112119,8,1
772630422,11,1
772630425,6,1
760851440,8,1
772630425,9,1
113021,9,1
772631312,11,1
SM2201,9,1
SM2202,13,1
772631350,6,1
SM2201,7,1
SM2201,6,1
SM2200,11,1
SM2200,10,1
SM2200,9,1
772631350,9,1
772631350,12,1
772630422,7,1
SM2203,6,1
760913310,6,1
772630152,8,1
SM2207,11,1
SM2207,9,1
SM2207,8,1
SM2207,7,1
772630152,7,1
760851440,11,1
V1001067,7,1
SM2205,13,1
772630152,9,1
SM2203,10,1
112118,13,1
V1001067,8,1
772630154,10,1
SM2205,5,1
772630422,6,1
760851440,9,1
V1001067,10,1
SM2204,11,1
772221446,8,1
V1000992,7,1
772650321,12,1
765560200,7,1
V1000084,9,1
V1000030,8,1
V1000030,6,1
V1000028,10,1
V1000026,10,1
V1000938,8,1
V1000024,9,1
V1000022,11,1
V1000022,10,1
V1000022,6,1
V1000022,5,1
V1000020,10,1
765310160,5,1
765310160,6,1
V1000014,12,1
V1000938,9,1
V1000014,8,1
765310160,10,1
V1000014,6,1
V1000086,9,1
V1000088,5,1
V1000089,5,1
V1000220,10,1
104728,7,1
765270180,8,1
765270190,5,1
V1000936,10,1
765310150,13,1
763310040,13,1
V1000221,8,1
763310040,11,1
V1000217,6,1
V1000089,7,1
V1000123,6,1
762881030,10,1
V1000122,9,1
V1000121,10,1
V1000120,5,1
V1000119,10,1
V1000090,10,1
V1000090,7,1
V1000012,6,1
762881030,8,1
V1000004,6,1
765350180,7,1
762881010,9,1
765350160,9,1
V1000945,5,1
765350160,13,1
SM2672,5,1
SM2561,7,1
765350180,5,1
765350180,6,1
SM2328,10,1
765350150,6,1
765350180,13,1
765380000,5,1
762881000,12,1
762881000,8,1
106514LF,13,1
765380020,10,1
104609,12,1
765380020,13,1
765350150,8,1
765350120,12,1
V01321,14,1
T29960,9,1
765310190,8,1
V01321,11,1
V01321,10,1
V01321,8,1
762881010,13,1
765310190,10,1
V1000941,5,1
V01321,5,1
SM2718,6,1
V1000941,8,1
V1000941,6,1
765310210,5,1
765310220,8,1
765310220,10,1
765310340,7,1
104800,13,1
765310340,8,1
765350100,6,1
765270160,8,1
763380100,10,1
765270100,13,1
104621,7,1
104618,11,1
104618,12,1
763871020,10,1
V1000921,7,1
763871050,8,1
763478050,12,1
104618,16,1
763871060,7,1
763871060,11,1
V1000917,12,1
52-324-015-115,6,1
V1000921,14,1
104626,9,1
763478050,8,1
763478050,6,1
104626,12,1
763871080,6,1
763871080,9,1
104618,10,1
104618,8,1
763418220,10,1
763810530,6,1
V1000917,5,1
V1000914,11,1
V1000917,6,1
V1000914,8,1
104615,11,1
763478070,10,1
763810510,12,1
V1000304,12,1
V1000917,9,1
104618,7,1
763871010,5,1
104615,12,1
V1000302,8,1
104618,5,1
763478070,5,1
763871010,8,1
52-324-015-092,14,1
763871010,12,1
763871080,11,1
104631,8,1
V1000288,13,1
104706,6,1
763970700,13,1
765210100,5,1
104701,7,1
765210110,13,1
104706,5,1
765210120,6,1
V1000290,14,1
765210120,7,1
765210120,10,1
763418100,11,1
104706,7,1
104715,6,1
763380100,13,1
104715,7,1
765210150,8,1
765210230,8,1
765210230,13,1
104610,5,1
763970700,12,1
763970700,5,1
104636,9,1
52-324-015-140,5,1
763418220,5,1
763418130,16,1
763970600,6,1
104639,8,1
763418130,10,1
104639,12,1
104643,5,1
V1000296,4,1
763418110,11,1
V1000932,11,1
104645,5,1
104645,6,1
104645,9,1
763418110,9,1
104645,10,1
V1000932,8,1
763970600,8,1
104675,10,1
765380030,13,1
107018,12,1
772221445,11,1
762881000,6,1
V1000981,7,1
SM2258,5,1
762503080,10,1
SM2257,15,1
769580920,12,1
769580930,5,1
769580940,10,1
SM2257,9,1
769582630,6,1
7624B4930,6,1
SM2257,7,1
SM2257,6,1
7624B4450,5,1
7624B1450,8,1
7624B1450,6,1
769582630,13,1
769582720,7,1
769582720,9,1
7624B1230,13,1
762503290,6,1
769580920,11,1
769580070,16,1
769180400,5,1
762503900,10,1
SM2261,11,1
SM2261,10,1
SM2261,7,1
V1000974,8,1
SM2261,5,1
762503660,8,1
SM2260,12,1
762503370,7,1
V1000977,11,1
V1000977,5,1
V1000977,7,1
52-324-015-084,7,1
769180400,12,1
52-324-015-084,6,1
SM2259,10,1
762503370,5,1
769580070,9,1
769582720,10,1
7624B0190,13,1
7624A2870,8,1
772221409,10,1
772210001,11,1
762390120,5,1
772210001,13,1
772210202,12,1
762290120,10,1
104608,5,1
104606,16,1
772221407,10,1
762290120,5,1
762390120,10,1
772221421,5,1
V1000990,11,1
772221421,7,1
772221421,8,1
772221421,9,1
V1000992,5,1
761981530,11,1
772221423,13,1
SM2253,12,1
772210001,7,1
769582730,6,1
7624A1040,6,1
V1000986,5,1
52-324-007-098,9,1
7624A2200,13,1
7624A2200,7,1
SM2255,14,1
769582730,13,1
7624A1810,5,1
SM2255,7,1
7624A0430,10,1
771750142,9,1
769582770,7,1
SM2255,5,1
SM2254,11,1
SM2254,10,1
7624A0430,8,1
769582770,16,1
771750142,5,1
7624A0430,5,1
110195LF,14,1
104608,13,1
768560850,13,1
762871010,5,1
767780010,6,1
52-324-015-092,11,1
SM2271,12,1
767780010,9,1
767780010,10,1
762871010,12,1
762871010,7,1
767780020,10,1
767780020,11,1
107024,5,1
SM2270,10,1
768080060,6,1
107024,13,1
SM2270,5,1
768080060,9,1
SM2269,13,1
768080170,12,1
768081040,5,1
765710100,9,1
107020,16,1
768081040,10,1
107019,13,1
765560210,7,1
107018,16,1
V1000945,12,1
SM2276,5,1
765560210,10,1
765560230,5,1
765560230,6,1
765560230,9,1
V1000947,5,1
765710100,6,1
765560250,5,1
V1000947,6,1
765560250,11,1
765560250,12,1
765560270,8,1
SM2272,11,1
765560270,10,1
SM2272,9,1
768081040,8,1
768081100,9,1
762503910,5,1
V1000965,12,1
762811010,5,1
52-324-015-084,9,1
768560030,12,1
SM2264,11,1
SM2264,9,1
762503910,11,1
762503910,9,1
SM2263,10,1
SM2263,6,1
768560020,7,1
SM2262,15,1
768560840,8,1
768560840,11,1
110195LF,10,1
V1000965,13,1
768560840,12,1
762503910,6,1
52-324-015-084,8,1
762811030,6,1
110194LF,9,1
768081100,11,1
V1000956,5,1
SM2268,10,1
768081180,11,1
768081180,12,1
768081180,16,1
768081200,6,1
768081200,9,1
768081200,11,1
768081980,6,1
V1000956,6,1
762811030,12,1
110193LF,11,1
V1000956,7,1
SM2266,10,1
V1000956,9,1
762871000,8,1
SM2265,14,1
110194LF,5,1
762871000,6,1
772650321,6,1
772650323,7,1
SM0260,5,1
SM0718,13,1
903568,13,1
SM0732,10,1
52-360-905-001,4,1
60B0B1002,9,1
SM0732,6,1
SM0732,4,1
SM0731,13,1
52-261-026-001,6,1
117404LF,9,1
SM0731,8,1
52-261-022-001,10,1
SM0731,5,1
SM0730,14,1
903575,8,1
52-360-905-001,8,1
52-361-106-001,4,1
52-261-022-001,5,1
52-260-537-002,11,1
52-260-537-002,9,1
V50822,14,1
903568,11,1
V50817,13,1
SM0735,5,1
V50816,14,1
104468LF,12,1
SM0735,12,1
SM0735,11,1
SM0735,9,1
SM0735,8,1
V50817,10,1
902930,5,1
902930,6,1
903568,9,1
V50817,11,1
SM0734,9,1
903277,9,1
SM0734,7,1
903401,6,1
903401,9,1
903568,5,1
903568,8,1
SM0730,5,1
52-260-537-002,7,1
60A0B6002,5,1
60A0B3001,10,1
SM0720,14,1
52-361-106-001,9,1
52-239-611-001,10,1
52-361-106-001,12,1
SM0720,12,1
117411LF,7,1
52-239-611-001,7,1
52-239-571-001,14,1
117411LF,8,1
SM0721,13,1
60A0B3001,6,1
117411LF,9,1
104462LF,6,1
60A0B1007,8,1
60A0B1007,7,1
104462LF,5,1
52-239-570-001,13,1
104460LF,16,1
SM0721,10,1
52-239-611-001,11,1
SM0729,9,1
52-361-106-001,8,1
52-260-537-002,5,1
903577,9,1
903577,13,1
SM0728,8,1
52-260-537-001,10,1
52-260-537-001,8,1
SM0727,10,1
SM0727,5,1
SM0726,8,1
903579,13,1
60A0B3003,11,1
104463LF,7,1
SM0725,8,1
SM0722,13,1
52-260-478-003,6,1
104462LF,13,1
SM0722,8,1
60A0B3002,12,1
52-360-245-001,12,1
52-360-245-001,9,1
SM0737,5,1
104476LF,8,1
7C1252270,5,1
7C1252270,8,1
7C1252270,11,1
707940350,6,1
V50813,13,1
115186,4,1
707940270,11,1
7C1951020,5,1
7C1951020,12,1
115183,12,1
7C5350180,10,1
7C5350180,13,1
7C5350210,5,1
115652,11,1
7C5350210,7,1
7C5350210,15,1
7C5350230,9,1
104473LF,12,1
104476LF,16,1
7C1252260,8,1
104473LF,10,1
7C1252230,8,1
7C1252200,9,1
7C1252210,7,1
707940350,13,1
7C1252210,9,1
7C1252210,12,1
7C1252220,5,1
7C1252220,6,1
707940350,12,1
V50812,13,1
7C1252260,5,1
V50813,5,1
7C1252250,5,1
7C1252250,6,1
707940350,11,1
115181,13,1
115181,14,1
7C1252250,7,1
V50813,8,1
117103LF,13,1
7C8051000,5,1
SM0737,6,1
117403LF,9,1
117402LF,9,1
70782-202B-5180,10,1
7C9550100,6,1
7C9550100,7,1
52-360-245-001,8,1
7C9550120,10,1
7C9550120,13,1
85-002-091,10,1
60B0B1004,8,1
7C8051140,5,1
SM0738,13,1
902896,8,1
902896,12,1
902897,5,1
902897,6,1
902897,7,1
902897,13,1
902909,9,1
7C8051140,7,1
707940240,6,1
7C8051000,6,1
SM0742,4,1
117105LF,8,1
V50814,12,1
707940270,5,1
7C8051000,8,1
7C8051000,11,1
117106LF,5,1
7C8051020,6,1
104473LF,8,1
7C8051020,12,1
SM0741,3,1
7C8051020,13,1
7C8051030,5,1
7C8051050,10,1
707940250,8,1
7C8051060,10,1
707940250,6,1
707940240,10,1
7C8051070,10,1
60A0B1007,4,1
SM0718,12,1
104478LF,11,1
52-239-570-001,11,1
SM0703,10,1
SM0702,6,1
SM0702,5,1
A07030,7,1
A07030,8,1
A07030,9,1
104450LF,3,1
SM0616,6,1
555072,10,1
SM0610,9,1
555072,9,1
SM0607,11,1
SM0607,7,1
A07030,11,1
555071,10,1
SM0530,5,1
555069,11,1
104328,11,1
SM0528,10,1
SM0704,5,1
132205,8,1
SM0704,7,1
132205,7,1
555075,14,1
A07001,13,1
A07015,8,1
555075,13,1
A07015,13,1
555075,10,1
SM0706,9,1
V50922,13,1
V50924,4,1
555074,6,1
555075,9,1
555074,10,1
A07029,5,1
SM0705,11,1
SM0705,10,1
SM0704,12,1
555074,8,1
SM0704,9,1
A07031,12,1
A07032,4,1
SM0528,5,1
SM0297,5,1
555036,6,1
SM0365,10,1
SM0364,5,1
SM0355,9,1
52-362-271-001,15,1
52-362-273-501,9,1
SM0298,10,1
SM0297,9,1
A07034,8,1
SM0368,6,1
SM0270,10,1
SM0270,7,1
104313,16,1
52-462-491-501,9,1
SM0269,13,1
A07035,7,1
SM0268,9,1
A07035,12,1
555038,6,1
SM0369,6,1
555062,9,1
SM0524,6,1
SM0527,6,1
555062,5,1
SM0526,13,1
SM0526,10,1
SM0526,8,1
A07033,5,1
555060,9,1
SM0525,11,1
555039,5,1
104323,16,1
SM0485,8,1
SM0485,6,1
SM0479,5,1
SM0478,11,1
SM0398,6,1
SM0370,11,1
SM0370,10,1
SM0369,8,1
557021,9,1
A07001,9,1
557023,9,1
52-239-532-001,9,1
60A0B1004,13,1
52-239-532-501,7,1
903585,15,1
117414LF,5,1
903586,4,1
52-239-532-501,6,1
52-239-532-001,11,1
104458LF,12,1
SM0713,11,1
60A0B1005,6,1
60A0B1004,11,1
SM0713,7,1
104458LF,5,1
903587,5,1
52-239-351-002,9,1
52-239-351-002,8,1
52-239-349-005,7,1
117682LF,11,1
52-239-532-501,12,1
SM0715,6,1
52-362-268-001,12,1
52-239-566-001,12,1
60A0B1006,13,1
60A0B1006,11,1
52-239-567-001,14,1
117411LF,12,1
104459LF,15,1
52-239-567-001,3,1
SM0717,10,1
60A0B1006,9,1
117412LF,12,1
52-239-537-001,7,1
52-239-563-001,14,1
903584,5,1
117413LF,12,1
52-239-563-001,4,1
SM0715,12,1
SM0715,11,1
52-239-562-001,14,1
SM0715,8,1
60A0B1004,6,1
132200,6,1
A07001,7,1
903591,10,1
SM0709,7,1
6050B7016,6,1
903590,12,1
SM0709,5,1
903591,9,1
V50838,5,1
572651075,10,1
132203,6,1
763810500,6,1
SM0709,9,1
557047,5,1
557046,11,1
903591,12,1
557030,10,1
A03830,10,1
A03830,12,1
557026,9,1
557024,6,1
903590,6,1
6055B2001,13,1
60A0B1003,5,1
V50837,7,1
SM0711,10,1
132200,10,1
60A0B1002,8,1
60A0B1002,6,1
SM0711,6,1
60A0B1001,11,1
SM0710,15,1
903588,12,1
132200,13,1
903590,5,1
132201,7,1
60A0B1001,7,1
132201,8,1
132201,13,1
60A0B1001,5,1
903589,9,1
903589,10,1
104452LF,14,1
115180,13,1
7C1252180,13,1
115114,12,1
SM1268,6,1
SM2083,6,1
SM2081,13,1
7C0154080,5,1
7C0154090,5,1
SM2081,9,1
7C0154100,13,1
7C0154110,5,1
7C0154120,5,1
760311349,13,1
7C0154130,5,1
760311349,5,1
SM2075,11,1
SM2075,8,1
SM2074,8,1
SM2074,7,1
760311309,13,1
760311160,11,1
SM2062,13,1
V1001183,5,1
760311360,6,1
SM2083,7,1
V1001173,5,1
175863,8,1
SM2090,13,1
SM2090,5,1
SM2089,11,1
SM2089,8,1
SM2088,13,1
760311729,6,1
SM2087,13,1
SM2087,11,1
7C0154060,5,1
760311389,6,1
760311689,6,1
SM2085,11,1
760311649,13,1
760311429,8,1
7C0154070,5,1
760311389,13,1
SM2083,13,1
7C0154070,9,1
V1001183,6,1
7C0252000,6,1
760311129,14,1
760282020,9,1
SM1816,9,1
SM1816,8,1
7C0252070,8,1
SM1815,10,1
SM1712,10,1
SM1629,9,1
SM1601,7,1
760282020,10,1
7C0252070,11,1
SM1817,8,1
760282010,12,1
SM1582,11,1
7C0342220,7,1
7C0342220,11,1
760282010,9,1
SM1488,9,1
SM1488,7,1
SM1488,5,1
7C0252060,11,1
SM1817,10,1
V1001183,8,1
SM1864,10,1
SM2061,10,1
115119,15,1
760311089,6,1
SM2060,12,1
7C0252020,10,1
SM2053,6,1
52-322-941-001,8,1
7C0252020,13,1
SM1861,9,1
760282060,5,1
SM1858,10,1
V1001188,5,1
7C0252040,9,1
SM1818,11,1
760282070,5,1
7C0252050,5,1
SM1818,8,1
760282060,8,1
760311729,14,1
V1001108,8,1
SM2092,6,1
772650568,11,1
772650368,12,1
772650374,6,1
772650374,12,1
SM2115,3,1
SM2114,11,1
772650413,9,1
772650413,11,1
772650566,11,1
SM2113,7,1
772650368,6,1
SM2113,6,1
772650797,6,1
SM2112,10,1
772650798,11,1
772650799,6,1
SM2111,8,1
772650799,12,1
SM2110,9,1
760382729,6,1
760382729,8,1
772650800,13,1
772650348,10,1
772650323,10,1
772650323,12,1
772650347,6,1
772650347,12,1
115115,10,1
772650348,5,1
772650348,9,1
760382750,10,1
760382729,12,1
772650353,11,1
V1001091,14,1
772650348,11,1
V1001094,8,1
V1001094,10,1
772650353,6,1
104601,6,1
SM2115,15,1
772650353,10,1
760382689,13,1
104504,9,1
760382009,13,1
760382040,12,1
772762258,11,1
SM2105,8,1
104504,6,1
52-322-941-001,10,1
772818941,8,1
SM2104,9,1
SM2103,9,1
SM2097,13,1
760382040,9,1
772762087,10,1
SM2097,8,1
772818941,11,1
SM2097,6,1
760382020,13,1
SM2093,14,1
SM2093,11,1
SM2093,10,1
SM2093,7,1
760382049,14,1
SM2105,12,1
772662002,7,1
SM2107,9,1
772662002,11,1
772720339,13,1
SM2108,8,1
760382609,13,1
772762007,8,1
772762007,9,1
760382389,6,1
772762040,7,1
V1001107,5,1
772762087,8,1
SM2107,8,1
772762040,12,1
115118,8,1
760382349,14,1
772762044,9,1
SM2106,9,1
SM2106,8,1
772762087,6,1
7C0342260,16,1
7C0342480,7,1
71-001-016,9,1
SM1265,9,1
7C0851400,9,1
V1003634,5,1
V1003634,12,1
115174,13,1
V14609,8,1
7C0851490,11,1
7C1052500,6,1
V14609,9,1
7C1052500,7,1
7C1052500,8,1
760186020,6,1
115175,13,1
7C105250B,7,1
V50699,9,1
52-261-625-001,7,1
52-261-625-001,5,1
115176,12,1
760186010,12,1
V50699,13,1
115174,9,1
115174,8,1
760186020,8,1
115170,8,1
52-261-625-001,12,1
7C064101A,13,1
7C064102B,5,1
7C064103B,6,1
7C064103B,7,1
7C064103B,11,1
760186030,10,1
7C065102B,10,1
115170,9,1
7C0851390,7,1
7C065102B,12,1
7C0851350,6,1
7C0851350,10,1
V1002166,10,1
7C0851360,10,1
SM0756,8,1
115174,5,1
760186020,12,1
V50810,5,1
SM0753,11,1
760186000,10,1
7C1252150,11,1
7C1252130,7,1
104478LF,14,1
7C1252130,9,1
7C1252130,10,1
7C1252130,11,1
7C1252150,5,1
758017070,8,1
7C1252150,7,1
115178,13,1
V50811,5,1
758017040,8,1
V50811,13,1
7C1252160,6,1
7C1252170,9,1
115180,6,1
115180,8,1
750680120,11,1
7C1252180,5,1
7C1252120,13,1
760116040,8,1
760116150,13,1
SM0752,9,1
7C1052530,9,1
115177,14,1
7C105253A,6,1
7C105253B,6,1
7C105253B,8,1
V50810,11,1
SM0752,13,1
7C1252110,5,1
760116100,5,1
SM0749,13,1
SM0752,8,1
7C1252110,6,1
760116050,8,1
SM0751,8,1
SM0751,7,1
7C1252120,9,1
SM0751,5,1
SM0750,7,1
SM0757,14,1
7C064101A,11,1
SM0758,5,1
760186140,11,1
SM1243,9,1
SM1242,5,1
SM1241,9,1
SM1123,5,1
SM1122,6,1
SM1120,6,1
SM0929,12,1
SM0929,6,1
760186130,9,1
7C0342490,12,1
760186120,11,1
760186100,14,1
760186090,10,1
7C0342490,13,1
7C0342530,12,1
SM0808,10,1
SM0808,9,1
SM0808,8,1
SM1248,5,1
SM1248,10,1
7C0342700,11,1
SM1258,11,1
SM1264,7,1
760282000,10,1
760282000,9,1
760282000,8,1
SM1264,6,1
SM1263,8,1
760212070,5,1
SM1261,9,1
7C0342480,11,1
SM1248,11,1
SM1252,11,1
SM1252,8,1
SM1252,6,1
7C0342480,13,1
760212060,5,1
52-261-625-002,8,1
SM1249,6,1
SM1249,5,1
SM0805,11,1
760186080,5,1
7C064101A,10,1
760186040,11,1
7C0449140,11,1
7C0449190,7,1
7C0449190,9,1
7C0449190,11,1
760186050,8,1
760186050,6,1
7C0455020,8,1
760186050,5,1
7C0455020,11,1
7C0449140,10,1
SM0759,4,1
SM0758,13,1
V1002166,5,1
